*	VF1	VF2	VF3
0	2.03622462681137	2.03622458228347	1.45680392282338
0.000249999999999417	2.28240882665609	2.2824087533636	1.33371401319255
0.000499999999998835	2.51302102234236	2.51302092209244	1.21841211424999
0.000749999999998252	2.72238277625816	2.72238265151827	1.11373734141307
0.000999999999997669	2.90533890718866	2.90533876102654	1.02226713498385
0.00124999999999709	3.05738442799152	3.05738426401149	0.946253795017583
0.0014999999999965	3.1747754733387	3.17477529557436	0.887569022217576
0.00174999999999592	3.25462148609036	3.25462129892003	0.8476578304535
0.00199999999999534	3.294956392423	3.29495620045509	0.827502965724307
0.00224999999999476	3.29478701307649	3.29478682104127	0.827600707690181
0.00249999999999417	3.25411751873339	3.25411733135479	0.847948649619866
0.00274999999999359	3.173949327318	3.17394914921169	0.888045757651526
0.00299999999999301	3.05625644576408	3.05625628131747	0.946904707910107
0.00324999999999243	2.90393686342027	2.90393671668426	1.02307619769908
0.00349999999999184	2.7207411939216	2.72074106850414	1.1146846321426
0.00374999999999126	2.51118032264271	2.51118022163519	1.21947430755245
0.00399999999999068	2.28041433372432	2.28041425961419	1.33486495434227
0.00424999999999009	2.0341254516879	2.03412540629779	1.45801527182994
0.00449999999998951	1.77837812618959	1.77837811063637	1.58589289048632
0.00474999999998893	1.51946970516287	1.51946971983307	1.71534903893735
0.00499999999998835	1.26377537319963	1.26377541772945	1.84319607716952
0.00524999999998776	1.017591173354	1.01759124665023	1.96628598679945
0.00549999999998718	0.786978977665923	0.786979077918659	2.08158788574292
0.0057499999999866	0.577617223748758	0.577617348493732	2.18626265858074
0.00599999999998602	0.394661092817797	0.394661238982735	2.27773286500997
0.00624999999998543	0.242615572012211	0.242615735998697	2.35374620497714
0.00649999999998485	0.125224526665489	0.125224704434004	2.41243097777806
0.00674999999998427	0.0453785139106471	0.0453787010819724	2.45234216954395
0.00699999999998369	0.00504360757618216	0.00504379954509204	2.47249703427406
0.0072499999999831	0.00521298692133443	0.00521317895982065	2.47239929230909
0.00749999999998252	0.0458824812630623	0.0458826686435714	2.45205135038032
0.00774999999998194	0.126050672677549	0.12605085078485	2.41195424234866
0.00799999999998136	0.243743554227377	0.243743718674523	2.35309529209189
0.00824999999998077	0.39606313656982	0.396063283311378	2.27692380230201
0.00849999999998019	0.579258806066674	0.579258931488766	2.18531536786031
0.00874999999997961	0.788819677345556	0.78881977835681	2.08052569245137
0.00899999999997902	1.01958566626122	1.01958574037599	1.96513504566065
0.00924999999997844	1.26587454829946	1.26587459369239	1.84198472817479
0.00949999999997786	1.52162187379686	1.52162188935108	1.71410710951841
0.00974999999997728	1.78053029482358	1.78053028015711	1.58465096106738
0.00999999999997669	2.03622462678773	2.03622458226073	1.45680392283521
0.0102499999999761	2.28240882663336	2.28240875334268	1.33371401320346
0.0104999999999755	2.51302102232326	2.51302092207243	1.21841211425999
0.0107499999999749	2.72238277624179	2.72238265149826	1.11373734142308
0.0109999999999744	2.90533890717138	2.90533876101199	1.02226713499113
0.0112499999999738	3.0573844279797	3.05738426399876	0.946253795023949
0.0114999999999732	3.17477547333051	3.17477529556527	0.887569022222124
0.0117499999999726	3.25462148608581	3.25462129891548	0.847657830456228
0.011999999999972	3.29495639242027	3.29495620045418	0.827502965725216
0.0122499999999715	3.2947870130783	3.29478682104127	0.827600707689271
0.0124999999999709	3.25411751873703	3.25411733136207	0.847948649616228
0.0127499999999703	3.17394932732709	3.17394914922079	0.888045757646068
0.0129999999999697	3.05625644577863	3.05625628133203	0.946904707902831
0.0132499999999691	2.90393686343755	2.9039367166979	1.02307619769181
0.0134999999999685	2.72074119393979	2.72074106852142	1.1146846321335
0.013749999999968	2.51118032266363	2.5111802216561	1.21947430754153
0.0139999999999674	2.28041433374706	2.28041425963602	1.33486495433135
0.0142499999999668	2.03412545171154	2.03412540631962	1.45801527181902
0.0144999999999662	1.77837812621324	1.77837811066092	1.5858928904745
0.0147499999999656	1.51946970518834	1.51946971985853	1.71534903892552
0.014999999999965	1.26377537322328	1.2637754177531	1.8431960771577
